time,users,connected 
0,9,8 
10,12,0 
20,12,2 
30,15,-4 
40,41,33 
50,41,-10 
60,66,33 
70,80,15 
80,127,45 
90,192,66 
100,353,160 
110,449,99 
120,668,215 
130,812,142 
140,1135,320 
150,1340,207 
160,1993,656 
170,2303,304 
180,2344,-1130 
190,2344,-572 
200,2344,-287 
210,2344,-175 
220,2344,-80 
230,2344,-27 
240,2344,-14 
250,2344,-5 
260,2344,-1 
270,2344,0 
280,2344,0 
