time,users,connected 
0,9,8 
10,7,8 
20,10,10 
30,7,6 
40,41,39 
50,32,29 
60,62,62 
70,77,77 
80,126,122 
90,192,188 
100,353,348 
110,442,447 
120,668,662 
130,805,804 
140,1134,1124 
150,1337,1331 
160,1989,1987 
170,2302,2291 
180,1156,1161 
190,591,589 
200,303,302 
210,135,127 
220,61,47 
230,33,20 
240,21,6 
250,14,1 
260,11,0 
270,8,0 
280,3,0 
