time,page 
0,8.568 
10,2.843 
20,2.843 
30,2.843 
40,2.843 
50,2.843 
60,2.843 
70,2.843 
80,2.843 
90,2.843 
100,1.051 
110,0.988 
120,0.988 
130,0.988 
140,0.988 
150,0.984 
160,0.984 
170,0.977 
180,0.977 
190,0.977 
200,0.977 
210,0.977 
220,0.977 
230,0.977 
240,0.977 
250,0.977 
260,0.977 
270,0.977 
280,0.977 
